partition,fold,pair,rank_b,rank_c,rank_diff,abs_rank_diff,oracle_kl,spearman_rho_fold
1,2,"{9, 13}",79,39,-40,40,0.0015781869878992438,0.861615261764925
1,2,"{9, 15}",137,139,2,2,0.003260935191065073,0.861615261764925
1,2,"{9, 17}",80,59,-21,21,0.0021767045836895704,0.861615261764925
1,2,"{9, 18}",179,185,6,6,0.005493332631886005,0.861615261764925
1,2,"{9, 19}",85,41,-44,44,0.0017164723249152303,0.861615261764925
1,2,"{9, 22}",190,151,-39,39,0.03409142047166824,0.861615261764925
1,2,"{9, 23}",45,28,-17,17,0.0021299791987985373,0.861615261764925
1,2,"{9, 25}",78,30,-48,48,0.0015822560526430607,0.861615261764925
1,2,"{9, 26}",172,202,30,30,0.004831194877624512,0.861615261764925
1,2,"{9, 37}",148,159,11,11,0.003437078557908535,0.861615261764925
1,2,"{9, 44}",131,133,2,2,0.0030901345890015364,0.861615261764925
1,2,"{56, 9}",87,64,-23,23,0.0025290304329246283,0.861615261764925
1,2,"{9, 59}",56,10,-46,46,0.0013962190132588148,0.861615261764925
1,2,"{9, 60}",54,0,-54,54,0.0012788587482646108,0.861615261764925
1,2,"{11, 13}",112,73,-39,39,0.0021613684948533773,0.861615261764925
1,2,"{11, 15}",47,78,31,31,0.00386776402592659,0.861615261764925
1,2,"{17, 11}",21,67,46,46,0.0027636538725346327,0.861615261764925
1,2,"{18, 11}",163,189,26,26,0.005957372486591339,0.861615261764925
1,2,"{19, 11}",119,118,-1,1,0.002311530290171504,0.861615261764925
1,2,"{11, 22}",199,149,-50,50,0.03810501471161842,0.861615261764925
1,2,"{11, 23}",58,51,-7,7,0.002747687976807356,0.861615261764925
1,2,"{25, 11}",116,119,3,3,0.002194961765781045,0.861615261764925
1,2,"{26, 11}",149,199,50,50,0.005506671965122223,0.861615261764925
1,2,"{11, 37}",63,53,-10,10,0.003991212695837021,0.861615261764925
1,2,"{11, 44}",44,85,41,41,0.0037350112106651068,0.861615261764925
1,2,"{56, 11}",9,88,79,79,0.003093346720561385,0.861615261764925
1,2,"{59, 11}",122,112,-10,10,0.001938245608471334,0.861615261764925
1,2,"{11, 60}",92,48,-44,44,0.0018410710617899895,0.861615261764925
1,2,"{13, 15}",154,168,14,14,0.002963738050311804,0.861615261764925
1,2,"{17, 13}",81,58,-23,23,0.0019091456197202206,0.861615261764925
1,2,"{18, 13}",186,179,-7,7,0.005148223601281643,0.861615261764925
1,2,"{19, 13}",6,13,7,7,0.0014305911026895046,0.861615261764925
1,2,"{13, 22}",204,155,-49,49,0.03828376904129982,0.861615261764925
1,2,"{13, 23}",101,71,-30,30,0.0018743207911029458,0.861615261764925
1,2,"{25, 13}",7,14,7,7,0.001281213597394526,0.861615261764925
1,2,"{26, 13}",177,200,23,23,0.004571312572807074,0.861615261764925
1,2,"{37, 13}",164,203,39,39,0.003209793008863926,0.861615261764925
1,2,"{44, 13}",145,160,15,15,0.0027949935756623745,0.861615261764925
1,2,"{56, 13}",123,128,5,5,0.002262735040858388,0.861615261764925
1,2,"{59, 13}",43,34,-9,9,0.0010755987605080009,0.861615261764925
1,2,"{60, 13}",28,32,4,4,0.000995372305624187,0.861615261764925
1,2,"{17, 15}",65,101,36,36,0.003512914525344968,0.861615261764925
1,2,"{18, 15}",117,123,6,6,0.00678141787648201,0.861615261764925
1,2,"{19, 15}",157,190,33,33,0.00316752796061337,0.861615261764925
1,2,"{22, 15}",205,174,-31,31,0.03619677200913429,0.861615261764925
1,2,"{23, 15}",86,89,3,3,0.0033861640840768814,0.861615261764925
1,2,"{25, 15}",156,186,30,30,0.0029763560742139816,0.861615261764925
1,2,"{26, 15}",105,121,16,16,0.006139808800071478,0.861615261764925
1,2,"{37, 15}",24,95,71,71,0.004854532424360514,0.861615261764925
1,2,"{44, 15}",12,103,91,91,0.004463168326765299,0.861615261764925
1,2,"{56, 15}",46,96,50,50,0.0038378217723220587,0.861615261764925
1,2,"{59, 15}",159,176,17,17,0.002780650043860078,0.861615261764925
1,2,"{60, 15}",142,143,1,1,0.002675034338608384,0.861615261764925
1,2,"{17, 18}",170,166,-4,4,0.005457028280943632,0.861615261764925
1,2,"{17, 19}",84,63,-21,21,0.002030191943049431,0.861615261764925
1,2,"{17, 22}",192,204,12,12,0.035286661237478256,0.861615261764925
1,2,"{17, 23}",59,87,28,28,0.002430917927995324,0.861615261764925
1,2,"{17, 25}",82,62,-20,20,0.001867963350377977,0.861615261764925
1,2,"{17, 26}",169,194,25,25,0.005100868176668882,0.861615261764925
1,2,"{17, 37}",89,113,24,24,0.0038119761738926172,0.861615261764925
1,2,"{17, 44}",60,97,37,37,0.00337080261670053,0.861615261764925
1,2,"{56, 17}",33,84,51,51,0.0027817930094897747,0.861615261764925
1,2,"{17, 59}",91,77,-14,14,0.0016799416625872254,0.861615261764925
1,2,"{17, 60}",70,45,-25,25,0.0015680824872106314,0.861615261764925
1,2,"{18, 19}",187,178,-9,9,0.005487876478582621,0.861615261764925
1,2,"{18, 22}",207,173,-34,34,0.03892207145690918,0.861615261764925
1,2,"{18, 23}",171,187,16,16,0.005753269884735346,0.861615261764925
1,2,"{25, 18}",188,188,0,0,0.004994175862520933,0.861615261764925
1,2,"{18, 26}",73,80,7,7,0.008373431861400604,0.861615261764925
1,2,"{18, 37}",97,109,12,12,0.007096377667039633,0.861615261764925
1,2,"{18, 44}",132,130,-2,2,0.006796868517994881,0.861615261764925
1,2,"{56, 18}",155,184,29,29,0.005908288061618805,0.861615261764925
1,2,"{18, 59}",189,182,-7,7,0.005043903365731239,0.861615261764925
1,2,"{18, 60}",184,181,-3,3,0.004792907740920782,0.861615261764925
1,2,"{19, 22}",203,150,-53,53,0.0394149050116539,0.861615261764925
1,2,"{19, 23}",114,74,-40,40,0.001990402350202203,0.861615261764925
1,2,"{25, 19}",8,18,10,10,0.0013979231007397175,0.861615261764925
1,2,"{26, 19}",180,206,26,26,0.004754222463816404,0.861615261764925
1,2,"{19, 37}",165,205,40,40,0.0033031306229531765,0.861615261764925
1,2,"{19, 44}",152,197,45,45,0.002943717408925295,0.861615261764925
1,2,"{56, 19}",130,132,2,2,0.002411567373201251,0.861615261764925
1,2,"{59, 19}",49,21,-28,28,0.0011847417335957289,0.861615261764925
1,2,"{19, 60}",37,22,-15,15,0.0010950162541121244,0.861615261764925
1,2,"{22, 23}",191,153,-38,38,0.03143046423792839,0.861615261764925
1,2,"{25, 22}",201,148,-53,53,0.034893862903118134,0.861615261764925
1,2,"{26, 22}",209,193,-16,16,0.04328182712197304,0.861615261764925
1,2,"{37, 22}",208,196,-12,12,0.03787985071539879,0.861615261764925
1,2,"{44, 22}",202,192,-10,10,0.03598043695092201,0.861615261764925
1,2,"{56, 22}",197,208,11,11,0.036934852600097656,0.861615261764925
1,2,"{59, 22}",200,154,-46,46,0.032090406864881516,0.861615261764925
1,2,"{60, 22}",194,156,-38,38,0.03599810227751732,0.861615261764925
1,2,"{25, 23}",104,110,6,6,0.0018254629103466868,0.861615261764925
1,2,"{26, 23}",168,207,39,39,0.0050558834336698055,0.861615261764925
1,2,"{37, 23}",113,120,7,7,0.003785698674619198,0.861615261764925
1,2,"{44, 23}",71,68,-3,3,0.003387110074982047,0.861615261764925
1,2,"{56, 23}",53,56,3,3,0.0027595560532063246,0.861615261764925
1,2,"{59, 23}",77,40,-37,37,0.0016229808097705245,0.861615261764925
1,2,"{60, 23}",69,37,-32,32,0.0015267317648977041,0.861615261764925
1,2,"{25, 26}",181,209,28,28,0.00448724627494812,0.861615261764925
1,2,"{25, 37}",166,201,35,35,0.00321589270606637,0.861615261764925
1,2,"{25, 44}",150,198,48,48,0.0028019880410283804,0.861615261764925
1,2,"{56, 25}",126,129,3,3,0.0022135768085718155,0.861615261764925
1,2,"{25, 59}",39,25,-14,14,0.0010734094539657235,0.861615261764925
1,2,"{25, 60}",23,20,-3,3,0.0009595982846803963,0.861615261764925
1,2,"{26, 37}",67,98,31,31,0.006480855401605368,0.861615261764925
1,2,"{26, 44}",115,117,2,2,0.005837734788656235,0.861615261764925
1,2,"{56, 26}",141,164,23,23,0.005467025097459555,0.861615261764925
1,2,"{26, 59}",178,172,-6,6,0.004313754849135876,0.861615261764925
1,2,"{26, 60}",176,171,-5,5,0.004235440399497747,0.861615261764925
1,2,"{44, 37}",38,60,22,22,0.004719906020909548,0.861615261764925
1,2,"{56, 37}",61,99,38,38,0.0041814446449279785,0.861615261764925
1,2,"{59, 37}",167,157,-10,10,0.0029671292286366224,0.861615261764925
1,2,"{60, 37}",160,162,2,2,0.0028773131780326366,0.861615261764925
1,2,"{56, 44}",34,100,66,66,0.00374000146985054,0.861615261764925
1,2,"{59, 44}",147,138,-9,9,0.002550136996433139,0.861615261764925
1,2,"{44, 60}",136,136,0,0,0.0024644953664392233,0.861615261764925
1,2,"{56, 59}",127,127,0,0,0.002020149026066065,0.861615261764925
1,2,"{56, 60}",102,81,-21,21,0.0019193112384527922,0.861615261764925
1,2,"{59, 60}",18,38,20,20,0.0007317551644518971,0.861615261764925
2,0,"{10, 7}",60,0,-60,60,0.0015188847901299596,0.8530822251212056
2,0,"{11, 7}",126,66,-60,60,0.0017822975059971213,0.8530822251212056
2,0,"{15, 7}",177,180,3,3,0.0026577620301395655,0.8530822251212056
2,0,"{16, 7}",26,55,29,29,0.0009273886098526418,0.8530822251212056
2,0,"{20, 7}",59,48,-11,11,0.0013566199922934175,0.8530822251212056
2,0,"{21, 7}",112,60,-52,52,0.0018319900846108794,0.8530822251212056
2,0,"{22, 7}",222,199,-23,23,0.032725922763347626,0.8530822251212056
2,0,"{23, 7}",65,49,-16,16,0.0014879003865644336,0.8530822251212056
2,0,"{24, 7}",147,90,-57,57,0.0019747037440538406,0.8530822251212056
2,0,"{25, 7}",23,24,1,1,0.0009273813921026886,0.8530822251212056
2,0,"{27, 7}",19,45,26,26,0.0007787317153997719,0.8530822251212056
2,0,"{33, 7}",91,83,-8,8,0.0017108469037339091,0.8530822251212056
2,0,"{39, 7}",15,29,14,14,0.0007400321192108095,0.8530822251212056
2,0,"{40, 7}",55,16,-39,39,0.0013621591497212648,0.8530822251212056
2,0,"{43, 7}",11,20,9,9,0.0006985594518482685,0.8530822251212056
2,0,"{54, 7}",22,14,-8,8,0.0008091793279163539,0.8530822251212056
2,0,"{55, 7}",87,75,-12,12,0.0017498628003522754,0.8530822251212056
2,0,"{58, 7}",175,169,-6,6,0.002501771319657564,0.8530822251212056
2,0,"{59, 7}",18,50,32,32,0.000686873565427959,0.8530822251212056
2,0,"{62, 7}",37,53,16,16,0.0010130220325663686,0.8530822251212056
2,0,"{63, 7}",97,76,-21,21,0.0018076379783451557,0.8530822251212056
2,0,"{10, 11}",161,167,6,6,0.0027421533595770597,0.8530822251212056
2,0,"{10, 15}",200,210,10,10,0.0034927953965961933,0.8530822251212056
2,0,"{16, 10}",67,79,12,12,0.001852389657869935,0.8530822251212056
2,0,"{10, 20}",58,137,79,79,0.002264808164909482,0.8530822251212056
2,0,"{10, 21}",39,67,28,28,0.002502069342881441,0.8530822251212056
2,0,"{10, 22}",218,216,-2,2,0.03076045960187912,0.8530822251212056
2,0,"{10, 23}",138,133,-5,5,0.002396895783022046,0.8530822251212056
2,0,"{24, 10}",153,160,7,7,0.0028256571386009455,0.8530822251212056
2,0,"{25, 10}",76,86,10,10,0.0018116035498678684,0.8530822251212056
2,0,"{10, 27}",73,32,-41,41,0.0017007188871502876,0.8530822251212056
2,0,"{33, 10}",72,153,81,81,0.0026447016280144453,0.8530822251212056
2,0,"{10, 39}",68,41,-27,27,0.0017003940884023905,0.8530822251212056
2,0,"{40, 10}",114,110,-4,4,0.0022400510497391224,0.8530822251212056
2,0,"{10, 43}",64,2,-62,62,0.0016657888190820813,0.8530822251212056
2,0,"{10, 54}",78,37,-41,41,0.0017553790239617229,0.8530822251212056
2,0,"{10, 55}",57,143,86,86,0.002596802543848753,0.8530822251212056
2,0,"{10, 58}",181,185,4,4,0.003384989220649004,0.8530822251212056
2,0,"{10, 59}",63,43,-20,20,0.0016675597289577127,0.8530822251212056
2,0,"{10, 62}",71,108,37,37,0.0019087644759565592,0.8530822251212056
2,0,"{10, 63}",62,130,68,68,0.002662943908944726,0.8530822251212056
2,0,"{11, 15}",77,148,71,71,0.00386776402592659,0.8530822251212056
2,0,"{16, 11}",75,40,-35,35,0.0021731466986238956,0.8530822251212056
2,0,"{11, 20}",139,136,-3,3,0.0025991457514464855,0.8530822251212056
2,0,"{11, 21}",190,186,-4,4,0.003079376183450222,0.8530822251212056
2,0,"{11, 22}",214,215,1,1,0.03810501471161842,0.8530822251212056
2,0,"{11, 23}",24,93,69,69,0.002747687976807356,0.8530822251212056
2,0,"{24, 11}",69,109,40,40,0.0031910662073642015,0.8530822251212056
2,0,"{25, 11}",155,142,-13,13,0.002194961765781045,0.8530822251212056
2,0,"{27, 11}",144,81,-63,63,0.002001116517931223,0.8530822251212056
2,0,"{33, 11}",196,213,17,17,0.003007336053997278,0.8530822251212056
2,0,"{11, 39}",140,80,-60,60,0.0019886111840605736,0.8530822251212056
2,0,"{40, 11}",142,114,-28,28,0.002595207653939724,0.8530822251212056
2,0,"{43, 11}",145,82,-63,63,0.0019353603711351752,0.8530822251212056
2,0,"{11, 54}",148,84,-64,64,0.0020067051518708467,0.8530822251212056
2,0,"{11, 55}",191,191,0,0,0.002991089364513755,0.8530822251212056
2,0,"{58, 11}",80,151,71,71,0.0038282955065369606,0.8530822251212056
2,0,"{59, 11}",150,112,-38,38,0.001938245608471334,0.8530822251212056
2,0,"{11, 62}",146,106,-40,40,0.0021639468614012003,0.8530822251212056
2,0,"{11, 63}",193,195,2,2,0.003023906145244837,0.8530822251212056
2,0,"{16, 15}",176,176,0,0,0.0030347146093845367,0.8530822251212056
2,0,"{20, 15}",156,161,5,5,0.0034115705639123917,0.8530822251212056
2,0,"{21, 15}",208,227,19,19,0.003863539546728134,0.8530822251212056
2,0,"{22, 15}",211,226,15,15,0.03619677200913429,0.8530822251212056
2,0,"{23, 15}",128,145,17,17,0.0033861640840768814,0.8530822251212056
2,0,"{24, 15}",49,146,97,97,0.003963763825595379,0.8530822251212056
2,0,"{25, 15}",201,209,8,8,0.0029763560742139816,0.8530822251212056
2,0,"{27, 15}",187,189,2,2,0.0028515176381915808,0.8530822251212056
2,0,"{33, 15}",209,228,19,19,0.0038300890009850264,0.8530822251212056
2,0,"{39, 15}",184,181,-3,3,0.002853038953617215,0.8530822251212056
2,0,"{40, 15}",199,208,9,9,0.0033307934645563364,0.8530822251212056
2,0,"{43, 15}",183,182,-1,1,0.0027643844950944185,0.8530822251212056
2,0,"{54, 15}",194,196,2,2,0.0028691731858998537,0.8530822251212056
2,0,"{55, 15}",206,220,14,14,0.003705316921696067,0.8530822251212056
2,0,"{58, 15}",25,150,125,125,0.004626289010047913,0.8530822251212056
2,0,"{59, 15}",188,188,0,0,0.002780650043860078,0.8530822251212056
2,0,"{62, 15}",165,170,5,5,0.0029977383092045784,0.8530822251212056
2,0,"{63, 15}",207,221,14,14,0.0037476716097444296,0.8530822251212056
2,0,"{16, 20}",89,101,12,12,0.0017218817956745625,0.8530822251212056
2,0,"{16, 21}",133,69,-64,64,0.0021810070611536503,0.8530822251212056
2,0,"{16, 22}",223,192,-31,31,0.03565840795636177,0.8530822251212056
2,0,"{16, 23}",43,62,19,19,0.0018548242514953017,0.8530822251212056
2,0,"{16, 24}",151,125,-26,26,0.002319227671250701,0.8530822251212056
2,0,"{16, 25}",38,46,8,8,0.0012667053379118443,0.8530822251212056
2,0,"{16, 27}",27,27,0,0,0.0010886604432016611,0.8530822251212056
2,0,"{16, 33}",135,128,-7,7,0.002030544448643923,0.8530822251212056
2,0,"{16, 39}",28,30,2,2,0.001103406073525548,0.8530822251212056
2,0,"{16, 40}",42,18,-24,24,0.0017486934084445238,0.8530822251212056
2,0,"{16, 43}",31,19,-12,12,0.0010696777608245611,0.8530822251212056
2,0,"{16, 54}",32,34,2,2,0.001104490365833044,0.8530822251212056
2,0,"{16, 55}",129,124,-5,5,0.0021336732897907495,0.8530822251212056
2,0,"{16, 58}",173,174,1,1,0.0028222473338246346,0.8530822251212056
2,0,"{16, 59}",35,51,16,16,0.0010447559179738164,0.8530822251212056
2,0,"{16, 62}",61,52,-9,9,0.0013317171251401305,0.8530822251212056
2,0,"{16, 63}",134,126,-8,8,0.002162313088774681,0.8530822251212056
2,0,"{20, 21}",137,135,-2,2,0.002561635337769985,0.8530822251212056
2,0,"{20, 22}",213,219,6,6,0.041024014353752136,0.8530822251212056
2,0,"{20, 23}",120,119,-1,1,0.002270437078550458,0.8530822251212056
2,0,"{24, 20}",56,115,59,59,0.002742920070886612,0.8530822251212056
2,0,"{25, 20}",104,107,3,3,0.0017079472308978438,0.8530822251212056
2,0,"{27, 20}",83,56,-27,27,0.0015677964547649026,0.8530822251212056
2,0,"{33, 20}",152,162,10,10,0.0025333957746624947,0.8530822251212056
2,0,"{20, 39}",74,57,-17,17,0.001559211639687419,0.8530822251212056
2,0,"{40, 20}",132,127,-5,5,0.00216377479955554,0.8530822251212056
2,0,"{43, 20}",70,38,-32,32,0.0014916802756488323,0.8530822251212056
2,0,"{20, 54}",93,72,-21,21,0.0016207852168008685,0.8530822251212056
2,0,"{20, 55}",143,134,-9,9,0.0024435115046799183,0.8530822251212056
2,0,"{58, 20}",141,158,17,17,0.0033078433480113745,0.8530822251212056
2,0,"{59, 20}",66,61,-5,5,0.001499104662798345,0.8530822251212056
2,0,"{20, 62}",30,113,83,83,0.0017788560362532735,0.8530822251212056
2,0,"{20, 63}",149,155,6,6,0.0024962336756289005,0.8530822251212056
2,0,"{21, 22}",220,200,-20,20,0.03439735248684883,0.8530822251212056
2,0,"{21, 23}",171,166,-5,5,0.002756636356934905,0.8530822251212056
2,0,"{24, 21}",185,179,-6,6,0.0031975870952010155,0.8530822251212056
2,0,"{25, 21}",118,73,-45,45,0.002183646662160754,0.8530822251212056
2,0,"{27, 21}",122,65,-57,57,0.0020598764531314373,0.8530822251212056
2,0,"{33, 21}",36,141,105,105,0.0029893380124121904,0.8530822251212056
2,0,"{21, 39}",121,63,-58,58,0.0020431578159332275,0.8530822251212056
2,0,"{40, 21}",160,156,-4,4,0.002634766511619091,0.8530822251212056
2,0,"{43, 21}",119,58,-61,61,0.0020251332316547632,0.8530822251212056
2,0,"{21, 54}",124,59,-65,65,0.0021084705367684364,0.8530822251212056
2,0,"{21, 55}",29,131,102,102,0.0029613960068672895,0.8530822251212056
2,0,"{58, 21}",203,218,15,15,0.0037759786937385798,0.8530822251212056
2,0,"{59, 21}",115,64,-51,51,0.001962922979146242,0.8530822251212056
2,0,"{21, 62}",136,116,-20,20,0.0022792506497353315,0.8530822251212056
2,0,"{21, 63}",34,121,87,87,0.0030493461526930332,0.8530822251212056
2,0,"{22, 23}",215,198,-17,17,0.03143046423792839,0.8530822251212056
2,0,"{24, 22}",212,214,2,2,0.039609022438526154,0.8530822251212056
2,0,"{25, 22}",229,203,-26,26,0.034893862903118134,0.8530822251212056
2,0,"{27, 22}",227,204,-23,23,0.0346502847969532,0.8530822251212056
2,0,"{33, 22}",221,229,8,8,0.036645859479904175,0.8530822251212056
2,0,"{22, 39}",226,207,-19,19,0.039720647037029266,0.8530822251212056
2,0,"{40, 22}",230,201,-29,29,0.03428611531853676,0.8530822251212056
2,0,"{43, 22}",224,205,-19,19,0.034172173589468,0.8530822251212056
2,0,"{54, 22}",228,206,-22,22,0.03009221702814102,0.8530822251212056
2,0,"{22, 55}",217,225,8,8,0.027408765628933907,0.8530822251212056
2,0,"{58, 22}",210,230,20,20,0.03940032795071602,0.8530822251212056
2,0,"{59, 22}",225,193,-32,32,0.032090406864881516,0.8530822251212056
2,0,"{62, 22}",219,202,-17,17,0.03516149893403053,0.8530822251212056
2,0,"{22, 63}",216,223,7,7,0.03750452399253845,0.8530822251212056
2,0,"{24, 23}",82,98,16,16,0.0028347650077193975,0.8530822251212056
2,0,"{25, 23}",125,89,-36,36,0.0018254629103466868,0.8530822251212056
2,0,"{27, 23}",81,11,-70,70,0.0017092694761231542,0.8530822251212056
2,0,"{33, 23}",174,175,1,1,0.002691894071176648,0.8530822251212056
2,0,"{39, 23}",79,10,-69,69,0.0017041019164025784,0.8530822251212056
2,0,"{40, 23}",109,74,-35,35,0.0022796501871198416,0.8530822251212056
2,0,"{43, 23}",85,36,-49,49,0.0015894061652943492,0.8530822251212056
2,0,"{54, 23}",101,39,-62,62,0.0017650398658588529,0.8530822251212056
2,0,"{55, 23}",170,172,2,2,0.002630132483318448,0.8530822251212056
2,0,"{58, 23}",127,144,17,17,0.0034047793596982956,0.8530822251212056
2,0,"{59, 23}",105,68,-37,37,0.0016229808097705245,0.8530822251212056
2,0,"{62, 23}",116,103,-13,13,0.001909184968098998,0.8530822251212056
2,0,"{63, 23}",172,171,-1,1,0.0027175669092684984,0.8530822251212056
2,0,"{24, 25}",169,159,-10,10,0.0023072250187397003,0.8530822251212056
2,0,"{24, 27}",162,140,-22,22,0.0021598152816295624,0.8530822251212056
2,0,"{24, 33}",197,211,14,14,0.003107596654444933,0.8530822251212056
2,0,"{24, 39}",157,132,-25,25,0.0021647789981216192,0.8530822251212056
2,0,"{24, 40}",167,168,1,1,0.002767520723864436,0.8530822251212056
2,0,"{24, 43}",154,122,-32,32,0.0021194913424551487,0.8530822251212056
2,0,"{24, 54}",163,149,-14,14,0.0022257245145738125,0.8530822251212056
2,0,"{24, 55}",186,187,1,1,0.0030236165039241314,0.8530822251212056
2,0,"{24, 58}",33,152,119,119,0.0038850929122418165,0.8530822251212056
2,0,"{24, 59}",159,139,-20,20,0.0021081622689962387,0.8530822251212056
2,0,"{24, 62}",94,99,5,5,0.002406695857644081,0.8530822251212056
2,0,"{24, 63}",192,197,5,5,0.0030672773718833923,0.8530822251212056
2,0,"{25, 27}",17,4,-13,13,0.0010995096527040005,0.8530822251212056
2,0,"{25, 33}",84,138,54,54,0.0020637386478483677,0.8530822251212056
2,0,"{25, 39}",20,1,-19,19,0.001078456756658852,0.8530822251212056
2,0,"{40, 25}",50,70,20,20,0.0017134348163381219,0.8530822251212056
2,0,"{25, 43}",21,22,1,1,0.001038772170431912,0.8530822251212056
2,0,"{25, 54}",9,9,0,0,0.001157909631729126,0.8530822251212056
2,0,"{25, 55}",90,88,-2,2,0.0020514961797744036,0.8530822251212056
2,0,"{25, 58}",198,212,14,14,0.0028407673817127943,0.8530822251212056
2,0,"{25, 59}",16,42,26,26,0.0010734094539657235,0.8530822251212056
2,0,"{25, 62}",54,71,17,17,0.0013621393591165543,0.8530822251212056
2,0,"{25, 63}",103,96,-7,7,0.0021078947465866804,0.8530822251212056
2,0,"{33, 27}",98,105,7,7,0.0019260648405179381,0.8530822251212056
2,0,"{27, 39}",2,28,26,26,0.0009003218729048967,0.8530822251212056
2,0,"{40, 27}",46,3,-43,43,0.0015676983166486025,0.8530822251212056
2,0,"{43, 27}",4,5,1,1,0.0008771130815148354,0.8530822251212056
2,0,"{27, 54}",1,33,32,32,0.0009637769544497132,0.8530822251212056
2,0,"{27, 55}",102,95,-7,7,0.0019714359659701586,0.8530822251212056
2,0,"{58, 27}",182,184,2,2,0.0026746955700218678,0.8530822251212056
2,0,"{59, 27}",13,31,18,18,0.000912881747353822,0.8530822251212056
2,0,"{27, 62}",47,47,0,0,0.0011903600534424186,0.8530822251212056
2,0,"{27, 63}",111,104,-7,7,0.0020171909127384424,0.8530822251212056
2,0,"{33, 39}",106,123,17,17,0.0019070416456088424,0.8530822251212056
2,0,"{40, 33}",166,173,7,7,0.002551645739004016,0.8530822251212056
2,0,"{33, 43}",95,117,22,22,0.0018624686636030674,0.8530822251212056
