q,n_train,n_test,test_train_spearman,test_train_pearson,test_train_rmse,test_train_mae,test_train_norm_stress,test_test_spearman,test_test_pearson,test_test_rmse,test_test_mae,test_test_norm_stress,layer,label,realization,repetition,fold,seed
2,51,13,0.15133113828089215,0.22417793245591544,0.005107852518562176,0.002358156911856914,0.8174753736768821,-0.13236130957649944,-0.12665636282945025,0.008371253631035417,0.0033852067385154784,0.921505178829096,middle,null_a,0,0,0,4202
4,51,13,0.20078442297851298,0.2687464722021108,0.0050243719152044805,0.002290710504346122,0.8041148983740801,-0.11718661085749692,-0.09176872467303754,0.008212965080652983,0.003375214398379359,0.9040808209783208,middle,null_a,0,0,0,4204
6,51,13,0.19465907539331498,0.2746598408324479,0.0050199502483940376,0.002279667243001627,0.80340724213009,-0.053983990692851445,-0.025380055886578073,0.008096328918145249,0.0032986619597434584,0.8912415459393759,middle,null_a,0,0,0,4206
8,51,13,0.19488525385598657,0.2769280136150145,0.00501900667775965,0.0022798024590795682,0.8032562303782563,-0.07130843839704598,-0.030127255925390818,0.008095923836136611,0.003279469798453145,0.8911969546290104,middle,null_a,0,0,0,4208
2,51,13,0.09733760814608104,0.17345012593129647,0.005988391985870208,0.002749749001256278,0.8517823571088747,0.05008915135497413,0.10008480215377452,0.005640565279924061,0.002734362093102805,0.849420560499763,middle,null_a,0,0,1,4212
4,51,13,0.097018907745375,0.22886012185126028,0.005884480639840109,0.0026903568453542147,0.8370021203674062,0.07808647049153378,0.19397491660532204,0.005463087022940636,0.0026293255886416147,0.8226938632554379,middle,null_a,0,0,1,4214
6,51,13,0.09387155599747214,0.23557287825684342,0.00587981147421217,0.0026973711467580476,0.8363379833313402,0.029906802058700787,0.1935041579794725,0.005461121754260928,0.002623617796330129,0.8223979107151151,middle,null_a,0,0,1,4216
8,51,13,0.10821426812635293,0.24502386472348073,0.0058703341068237465,0.002685345325266546,0.8349899329110696,0.021434261940591053,0.1297586547815862,0.005535624771939859,0.002622643544190189,0.8336174236353899,middle,null_a,0,0,1,4218
2,51,13,0.12050156854949153,0.2157111712906936,0.005938408496727944,0.002788237497608828,0.8433252038251086,0.014453900529849895,-0.23290471915363414,0.007261884978670312,0.002883946442822429,0.9151868224564246,middle,null_a,0,0,2,4222
4,51,13,0.10025128744256187,0.2337826522217934,0.005900305867604242,0.0027305789503903268,0.8379141736661486,0.013290506961393037,-0.0688357886377526,0.006901479463044974,0.002834241960885113,0.8697663318248975,middle,null_a,0,0,2,4224
6,51,13,0.11358964037583258,0.25894274807366213,0.005872338789281467,0.002718739280797717,0.833942513238958,-0.030362043020270863,-0.06813800584348814,0.006895683560262301,0.002964861396439092,0.8690358969768488,middle,null_a,0,0,2,4226
8,51,13,0.0994552776045193,0.2621035826431749,0.00587203174496522,0.0027263773906231778,0.8338989092648083,0.004312143552649882,-0.09792679378019234,0.006894431321714487,0.0029224295788462377,0.8688780822743443,middle,null_a,0,0,2,4228
2,51,13,0.11287931729927185,0.19578638505592133,0.005679784693476948,0.002636195894533232,0.8419804580739068,0.018601651513043917,0.027242301730142547,0.003539671064709028,0.0021143102627570573,0.8513188505391255,middle,null_a,0,0,3,4232
4,51,13,0.14780188133705274,0.24003862134342357,0.0055943194995729615,0.0025611147491801435,0.8293109596692758,-0.02315406112874467,-0.0003945762253475746,0.003518934326589422,0.0020212380927477594,0.846331501224122,middle,null_a,0,0,3,4234
6,51,13,0.13925062253635118,0.24058052021713422,0.0055957541300976025,0.002560043065023944,0.8295236316157479,-0.07237066730737617,-0.07254368786843879,0.00361645410720178,0.00219200335037387,0.8697857787595304,middle,null_a,0,0,3,4236
8,51,13,0.1589362604139679,0.2533808383420492,0.005580282925329165,0.0025369619549551474,0.8272301552287213,-0.048546390318542215,-0.051821053848683796,0.0035420852400772545,0.002111964652786382,0.8518994787844925,middle,null_a,0,0,3,4238
2,52,12,0.06297651561921225,0.1698472705056458,0.006358980741488724,0.002960825379216524,0.8553208160164567,0.0796785304247991,0.025220407270356987,0.005896330356329502,0.0030185279081976013,0.9060574373299444,middle,null_a,0,0,4,4242
