q,n_train,n_test,test_train_spearman,test_train_pearson,test_train_rmse,test_train_mae,test_train_norm_stress,test_test_spearman,test_test_pearson,test_test_rmse,test_test_mae,test_test_norm_stress,layer,label,realization,repetition,fold,seed
4,51,13,0.805153739590973,0.9398951337040511,0.0010556718306776085,0.00083790251726445,0.17964754286005152,0.7538410956132475,0.7844674692229203,0.0017202357811831228,0.0010568447066802726,0.2968341669458621,first,oracle,0,2,1,1588014
5,51,13,0.8552948653989033,0.9490150377614304,0.0009314254114098572,0.0007429812216831961,0.158504074518868,0.6292821102947685,0.7677668726563949,0.0019552052590904364,0.0013947164142777736,0.3373791724592063,first,oracle,0,2,1,1588015
6,51,13,0.8628877583305565,0.9581856583023574,0.0008371719456347326,0.0006859566339035968,0.14246461695213852,0.7422324510932105,0.8280556649875319,0.0014841028606514422,0.0010122345708434637,0.25608840434679114,first,oracle,0,2,1,1588016
7,51,13,0.8856174791440644,0.9614844490008961,0.0007867447066222579,0.0006195917084804856,0.13388322895015617,0.6173193894712882,0.6906833547974195,0.00199947162008912,0.0014217286367130245,0.34501752560503596,first,oracle,0,2,1,1588017
8,51,13,0.8924280325907805,0.9699083453341448,0.0006991650140462959,0.0005666208670240168,0.11897947181796918,0.503989681204871,0.6713962247091039,0.002081609017750776,0.0015663703760087871,0.3591906908633648,first,oracle,0,2,1,1588018
9,51,13,0.9089633128898417,0.9741364998724183,0.0006421469736788484,0.00051450659808717,0.10927650300413587,0.5887403735505,0.7841217841538561,0.001898309297355011,0.0014392755339349005,0.32756152676839106,first,oracle,0,2,1,1588019
1,51,13,0.6369107274884283,0.8275266083709552,0.002230669056033025,0.0017727835081435884,0.41336748679845786,0.353077302444391,0.40859829102558554,0.002603252661760404,0.002086089323568343,0.5571033383680304,first,oracle,0,2,2,1588021
2,51,13,0.7280745241770076,0.8514564901117712,0.001576153569074311,0.0012155205260196797,0.29207857521246827,0.13155199231148598,0.16504830809201623,0.0025223458286175804,0.001808280953996571,0.5397890501689848,first,oracle,0,2,2,1588022
3,51,13,0.7805943737767711,0.9046612806128703,0.0012261595511764989,0.0009675942529952511,0.2272208379422871,0.626171297057373,0.650602421337097,0.001619770591337904,0.0011645342854407997,0.34663542923816176,first,oracle,0,2,2,1588023
4,51,13,0.7988017194339551,0.9287687093583482,0.001031652453016929,0.0008260097087672201,0.1911765353985161,0.7034610958661591,0.6821503266046136,0.0015559199324061827,0.0011437161251652934,0.33297120994420903,first,oracle,0,2,2,1588024
5,51,13,0.8367885425311861,0.9379026150573128,0.0009192556012712869,0.0007264206192298205,0.17034816374719614,0.7802703625488435,0.7698512255106347,0.0011209879590941883,0.0008617337175602546,0.23989455324687003,first,oracle,0,2,2,1588025
6,51,13,0.8487969183400633,0.9518963415843534,0.000798662091329503,0.0006501636311787124,0.14800086126679535,0.567622251166555,0.5734805524998539,0.0016211465370855238,0.0011082313665552888,0.34692988547004133,first,oracle,0,2,2,1588026
7,51,13,0.8855437745294309,0.9623710720089746,0.0007092147205341323,0.0005767377179160724,0.13142528060573258,0.3623085774984509,0.3475984729448745,0.0019483207612905067,0.0014128060726551778,0.4169460829793947,first,oracle,0,2,2,1588027
8,51,13,0.8923075523101002,0.9634419292159769,0.000675629103980755,0.0005400055873047882,0.12520149681777085,0.6573047205958598,0.7263195685667682,0.0014241258174859095,0.000959992253430473,0.30476690135831364,first,oracle,0,2,2,1588028
9,51,13,0.9114530053612488,0.970054232989786,0.0005936207701420233,0.00048483376332910045,0.11000445144532471,0.037468860253670376,0.09527368909568804,0.002340904611279844,0.0016886856995464523,0.5009601230420813,first,oracle,0,2,2,1588029
1,51,13,0.744527617654388,0.8962215543130366,0.0023318816090108553,0.0019029949519571215,0.3292719579073644,0.7284993487525132,0.7717806715510788,0.003690187491797191,0.0024968237717718656,0.4112455592462469,first,oracle,0,2,3,1588031
