layer,pair,kl_10,kl_40,kl_70,kl_100,category
first,"(4, 57)",0.0025917717560446922,0.0053195197457689926,0.004979892428029484,0.010429836317446501,Stable
first,"(13, 44)",0.0017485793633789178,0.0030751052111044515,0.003445880314033172,0.004391672988222533,Stable
first,"(24, 44)",0.0017272253952780286,0.0027084244410016272,0.0030500597496598953,0.003927116168287122,Stable
first,"(5, 12)",0.0034231785566924545,0.004547464357501546,0.004231306253067682,0.00486731285001331,Stable
first,"(15, 62)",0.0015241642079644952,0.0026571500524672593,0.0027897868289171275,0.0041156652057788325,Stable
first,"(5, 39)",0.003067587558344489,0.003796551595110301,0.003451509233984259,0.003996660996829909,Stable
first,"(50, 56)",0.0019940646305338866,0.002999806724667411,0.0035360981112040014,0.004159397698770799,Stable
first,"(0, 37)",0.0017665806635344125,0.0027321322834448158,0.0031673768175746113,0.004022144953537361,Stable
first,"(0, 55)",0.0015125207930439305,0.002264000106763317,0.0027123798364739353,0.0030823585592171104,Stable
first,"(39, 46)",0.003045595155790909,0.003454927866170036,0.003611064347378485,0.0038571235413850814,Stable
first,"(4, 25)",0.0016939698583069913,0.0033626662280147827,0.003600959916734181,0.004469052938850867,Stable
first,"(20, 51)",0.0012521823155611097,0.0021530301733148536,0.002369427074268666,0.0029340812688504266,Stable
first,"(1, 10)",0.002809654147142266,0.00217287813079084,0.0027214648713346705,0.0029963940900761335,Stable
first,"(4, 43)",0.0016255150855071108,0.0022016511621445038,0.0023169656791204095,0.002807078840707706,Stable
first,"(23, 56)",0.001667946037391593,0.0026558255505262133,0.0029340066710496805,0.003406075933585992,Stable
first,"(24, 30)",0.001289145200195888,0.003154691114451803,0.0031644747098244436,0.0040967211411568295,Stable
first,"(34, 62)",0.001436474202092004,0.00226472612107391,0.0023367255856388868,0.0029030158136727773,Stable
first,"(37, 58)",0.0014817492688170854,0.0024042854621425884,0.0029142776455504697,0.003916019211640553,Stable
first,"(5, 7)",0.0031157683847134812,0.00386647482606788,0.0033710525718439474,0.0038451972285768314,Stable
first,"(38, 59)",0.004158493289816153,0.004021093370873649,0.003874488325693757,0.004404927050354244,Stable
first,"(7, 53)",0.001669618643749214,0.0029613102907546543,0.00385368484337827,0.004885386148535909,Stable
first,"(7, 62)",0.0012532676539978391,0.0019270901134745943,0.0019925582711923205,0.0028766037741345687,Stable
first,"(8, 27)",0.001791048934803594,0.003499330464062062,0.004022989296212791,0.0038007803774723833,Stable
first,"(8, 36)",0.0018124194420376617,0.0028886236406492766,0.003414397437702986,0.003408012783648528,Stable
first,"(0, 32)",0.0016995297908102796,0.003458888696308515,0.0032273962810798963,0.0037740757477159135,Stable
first,"(19, 45)",0.0018551296860795294,0.0034901478234072403,0.0039058397551042846,0.006325935082256214,Stable
first,"(4, 11)",0.0017661680247818307,0.0022406896355929642,0.0024835410680406986,0.0029070973442796824,Stable
first,"(23, 33)",0.003920855762976168,0.002835048664335666,0.0030114140709932022,0.0034631949605242055,Stable
first,"(4, 29)",0.0015677819535796459,0.0034805194614160356,0.0036835305275174824,0.004932578815499485,Stable
first,"(1, 14)",0.001430568350629287,0.0037623352520689242,0.004596254499485502,0.005025210978061936,Stable
first,"(45, 48)",0.0015543940529961886,0.0030119617328378534,0.0032604535805984564,0.0047427493761044255,Stable
first,"(22, 55)",0.0013735376008162474,0.002590890827843549,0.0029148886482898615,0.003439054534063733,Stable
first,"(1, 32)",0.001644689289178293,0.003401913231038958,0.003335662866973554,0.0037688577229340915,Stable
first,"(37, 62)",0.0015064307688681042,0.002724303379143433,0.003284031885096635,0.004360518078917943,Stable
first,"(15, 43)",0.0013668841655888617,0.0020951360923737844,0.0021281109672291157,0.0030636382099512353,Stable
first,"(38, 45)",0.003950038352751887,0.004259711200034458,0.004151866143507744,0.005314365352147019,Stable
first,"(7, 48)",0.0013658947647521233,0.0018424329538789357,0.002308062771998636,0.0025281318078717416,Stable
first,"(8, 13)",0.0017920961555200135,0.002843842834295346,0.0031339916025076766,0.0035931689787104433,Stable
first,"(8, 22)",0.0018876418069481923,0.002860821844318966,0.002869828582325434,0.003121074197088704,Stable
first,"(27, 44)",0.001920997572726847,0.003693187154156645,0.004187680373055163,0.004551942839260735,Stable
first,"(27, 53)",0.0018772232769097175,0.00413840529970108,0.005450404526195371,0.00581357948859979,Stable
first,"(0, 36)",0.0018211749771800368,0.0027050048935176366,0.0031974451941709273,0.003283579712501979,Stable
first,"(30, 49)",0.0015731707176784254,0.003095532151491574,0.003435863486328492,0.004538006899222297,Stable
first,"(52, 55)",0.0012442237368170523,0.0019214775433533543,0.002160595899821922,0.002658984572787309,Stable
first,"(12, 37)",0.001790306916972012,0.0030281132491788857,0.0034853171471171257,0.004681935897376795,Stable
first,"(1, 18)",0.0016755882693456118,0.0031782671728825583,0.0035343344952770655,0.003946414878087916,Stable
first,"(45, 61)",0.0013870560429844827,0.0029751229727370244,0.003593931282635752,0.0049338531929073335,Stable
first,"(14, 55)",0.001125380075359404,0.003677044869840193,0.004914194635739352,0.005949415926086485,Stable
first,"(5, 6)",0.0041289396562114635,0.008070265693100015,0.010956334294062986,0.015192825866274797,Increasing Damage
first,"(7, 25)",0.0012296034898112416,0.0026689705975188327,0.0028557646127906383,0.003521417984565418,Stable
first,"(0, 4)",0.001925746237832063,0.002598934329224534,0.00271357393067098,0.0033596106603564963,Stable
first,"(7, 52)",0.0012937368202535738,0.0012902868743077567,0.0013839305584654618,0.0015607599793052657,Stable
first,"(19, 26)",0.002686521456374877,0.004592610076913394,0.005278026275459624,0.006883471109570162,Stable
first,"(11, 22)",0.0014698839531954867,0.002394311065119123,0.0024460239610384414,0.0025700721257062606,Stable
first,"(19, 35)",0.0018976027705755062,0.0031666084964602475,0.003691917273035032,0.004845184789039112,Stable
first,"(11, 31)",0.0014733951452452305,0.00189480070249568,0.002200580020461308,0.0025471613917682776,Stable
first,"(21, 63)",0.0013866201195900077,0.0015130019290483156,0.0015413388164857284,0.0016301582578436475,Stable
first,"(10, 53)",0.0024048407771556125,0.0033502920351479474,0.004605673348520001,0.005473472609062549,Stable
first,"(25, 51)",0.0013051950485258165,0.003306256936130926,0.003429400750627766,0.004361441548393299,Stable
first,"(22, 36)",0.0017071044594089307,0.0030719287347440744,0.0035046978548183747,0.003384001493942847,Stable
first,"(34, 38)",0.004088494740708835,0.003915464224089082,0.0034398253513251843,0.003683494572504708,Stable
first,"(22, 54)",0.0020311416232315967,0.004861356646521287,0.005020249176335715,0.005761634990515806,Stable
first,"(3, 50)",0.0018829080699051704,0.0026351926039435746,0.003489316101618137,0.004127261011243621,Stable
first,"(37, 61)",0.0014808597620199675,0.0029000218320341365,0.0033197785678942423,0.0043922878939316665,Stable
first,"(15, 24)",0.0015539127961033603,0.0026972113334767013,0.0028902130101659544,0.004177236819773144,Stable
first,"(15, 42)",0.0013176992663786013,0.0029592409997639133,0.0032608013673507564,0.004608103316491477,Stable
first,"(26, 42)",0.0022748458794761258,0.004814855199749907,0.004868154939646983,0.005970587088609641,Stable
first,"(26, 51)",0.002431758219060535,0.004315653927953016,0.004668208790131513,0.005680888443534319,Stable
first,"(7, 47)",0.0012833715429028227,0.0022594786176119747,0.0029040960767875543,0.003663141525842783,Stable
first,"(18, 47)",0.0014915994129456587,0.003821510114184227,0.004612531237655584,0.005517282285340236,Stable
first,"(8, 21)",0.001631762355823743,0.0021254643937361115,0.002320946137025372,0.002370136032515141,Stable
first,"(6, 60)",0.003035021123693112,0.006299572592698987,0.00946320354104244,0.014109504109155029,Increasing Damage
first,"(11, 26)",0.0024819277400286895,0.003927590119399796,0.004284762577374181,0.004788124857287234,Stable
first,"(29, 62)",0.0012170040565340704,0.0033251455873503366,0.0034923800763370116,0.004884911678665683,Stable
first,"(11, 35)",0.0016541063099411429,0.0019499729138793948,0.0024273060976242097,0.0026605081564072693,Stable
first,"(41, 45)",0.0030678982403153582,0.005368787985604917,0.006513582356390367,0.010417434902096364,Stable
first,"(33, 50)",0.0039272345864880135,0.002913219350921265,0.0035848954181530008,0.004324004092594407,Stable
first,"(2, 44)",0.0014720625147187606,0.0026630509199385786,0.0027914797413781693,0.003918362270120398,Stable
first,"(45, 51)",0.0013805269079778225,0.0028993155359903038,0.0033011775521274724,0.004940010991827247,Stable
first,"(7, 15)",0.001366710691669041,0.0020169723246588984,0.002307928368625894,0.003512610811127415,Stable
first,"(18, 24)",0.0015794629511895256,0.003289339819329727,0.003937812698570772,0.004162825797451598,Stable
first,"(59, 62)",0.001670365494710723,0.002656502617803542,0.0029808733048706415,0.003789859976072495,Stable
first,"(41, 49)",0.0033724940977834534,0.00521078945970412,0.0065389270356624556,0.009716066827831011,Stable
first,"(4, 9)",0.0016828510142099606,0.002333554072346908,0.002443522847893298,0.0031360468345709934,Stable
