layer,pair,kl_10,kl_40,kl_70,kl_100,category
first,"(14, 48)",0.001482788494290691,0.003681092670578747,0.004749810476720551,0.005689889678791839,Stable
first,"(37, 50)",0.0017190301933475195,0.0029864287658299717,0.0038635710511199504,0.004712480122768657,Stable
first,"(15, 40)",0.0018980534466775097,0.00279239626441759,0.0031756500838816116,0.004724327309773314,Stable
first,"(15, 58)",0.001289122214453992,0.002152321553821709,0.002535235834512798,0.004025416081231408,Stable
first,"(26, 58)",0.0023031300691834762,0.004127565711229213,0.004533544045947628,0.005455871149425978,Stable
first,"(27, 32)",0.001744563220799623,0.004613225422935753,0.004996204283628126,0.004849118718842065,Stable
first,"(18, 63)",0.0014048082744218646,0.0031677357868400285,0.0033484864400448494,0.0034970420753880384,Stable
first,"(0, 24)",0.0016954205481883005,0.002410031105199472,0.002610454906209582,0.0029730413013083993,Stable
first,"(11, 42)",0.0012996542172268495,0.0023163224777109303,0.0023751826431302344,0.0030584553922679723,Stable
first,"(41, 43)",0.002962497309656654,0.004871237317306575,0.005639207293252485,0.008670884863125339,Stable
first,"(41, 61)",0.002979010055279194,0.005249433612984493,0.006007777744673509,0.009321351501992056,Stable
first,"(25, 44)",0.0015424172586353002,0.003416301252009387,0.00363783703732854,0.0050032483834766325,Stable
first,"(52, 61)",0.0014522491193815616,0.002136644100514795,0.002294933762983533,0.002572251226577974,Stable
first,"(25, 53)",0.0016818425294386785,0.0039626950844943,0.004933909208759475,0.006241179479946478,Stable
first,"(22, 29)",0.0013927066936295885,0.0035007230122480267,0.0037409172439794125,0.004636796037069115,Stable
first,"(34, 40)",0.0019381853185671796,0.00238651815186457,0.002742216591477086,0.0038609291823129025,Stable
first,"(14, 34)",0.0013179762598289528,0.0035753298075593197,0.004388259396819153,0.005114713737360347,Stable
first,"(22, 47)",0.001575116643465752,0.0030891562479005903,0.003768749092711775,0.004498421579926178,Stable
first,"(45, 49)",0.0017330216112181052,0.0032282139266717985,0.0034850092309675635,0.005401152272859742,Stable
first,"(14, 52)",0.0014013835682560333,0.0035640014534945837,0.004290152767890169,0.0048152385967836515,Stable
first,"(15, 26)",0.0025307027477094535,0.004543544888480458,0.004675152713978069,0.006289088000447352,Stable
first,"(18, 31)",0.0014936521379022216,0.0032797810804469814,0.003589400243297388,0.004271144422831101,Stable
first,"(7, 40)",0.0018404398571470369,0.0022001085309561663,0.0024645534327661033,0.003537779724580927,Stable
first,"(18, 49)",0.001719294137654271,0.0035170668581170363,0.004255801465189945,0.0047116439121658174,Stable
first,"(6, 53)",0.003200400835574816,0.0066593582642697985,0.010074371767413907,0.014510027352868953,Increasing Damage
first,"(40, 55)",0.0018353080912511851,0.002532086442477501,0.0031319343013921567,0.004044966961335953,Stable
first,"(11, 28)",0.0014486798498999725,0.0018172975660454432,0.0018961390901682071,0.002253020383345206,Stable
first,"(25, 39)",0.0011982418431685316,0.0027848450302429416,0.0029081286836089727,0.00355673777805491,Stable
first,"(25, 57)",0.002378949947144414,0.005284575748286315,0.005489566583168786,0.009876453414595232,Stable
first,"(34, 35)",0.0016789430717690972,0.0021325852544250108,0.002386444513864926,0.0027278897702810844,Stable
first,"(22, 42)",0.0013640457866392088,0.002943157410273856,0.003061216029985242,0.0036006095481501276,Stable
first,"(34, 44)",0.0017451462773856094,0.0025252057711841313,0.002666725160110185,0.003321979484148307,Stable
first,"(14, 38)",0.0037378861562308964,0.005451344235903909,0.005827229045244465,0.006162684037849696,Stable
first,"(22, 51)",0.001559933345790448,0.0029604208834248134,0.0029972308934973005,0.0034351778449386882,Stable
first,"(37, 49)",0.0018106723718861266,0.0028374831118217667,0.0036969850542387605,0.004812692599818595,Stable
first,"(3, 56)",0.0019873425947681427,0.0026672463221453064,0.003336589672172878,0.0037508313669881643,Stable
middle,"(15, 21)",0.0024947367403966767,0.002436002364218251,0.002833123351646966,0.0036682473541932107,Stable
middle,"(55, 57)",0.0016373735991611065,0.0017451115797454898,0.0018685057283037644,0.002405638476154368,Stable
middle,"(18, 26)",0.005670071072631355,0.0064775290666251855,0.005877139121679271,0.0075297046057880585,Stable
middle,"(15, 39)",0.0019039440074127031,0.001829720527767933,0.0021172096011094934,0.0026868421294102642,Stable
middle,"(0, 5)",0.0023294033301172064,0.0021490055266985275,0.002234607725057562,0.002552978701745379,Stable
middle,"(21, 37)",0.0026783572920540217,0.003353458820174082,0.0034533637022259,0.0043369570667809365,Stable
middle,"(6, 57)",0.002333586111105497,0.0021198230800626963,0.0021751968724274683,0.00271579987083281,Stable
middle,"(33, 38)",0.0012198283596186329,0.0014367141639914243,0.0014494999285378516,0.0017224562639918378,Stable
middle,"(10, 54)",0.0016541290944237074,0.0014143239859857905,0.0013592127805896713,0.001628668625610147,Stable
middle,"(3, 15)",0.0018363460864191908,0.0018182703081890044,0.0020798614549692104,0.002663797663794255,Stable
middle,"(22, 28)",0.03735353458455894,0.014382948432895837,0.008659229183341556,0.028128598137442586,Decreasing Damage
middle,"(14, 24)",0.0022296835983475444,0.002324851375085483,0.002210219050525524,0.00268402088457084,Stable
middle,"(43, 60)",0.0004960463643093962,0.00048811760017583746,0.0005518606770675726,0.0006315617877656236,Stable
middle,"(22, 37)",0.038632458264021945,0.01833884442055556,0.010915774462471101,0.035182998154245616,Decreasing Damage
middle,"(14, 42)",0.0015516445084541486,0.0013975398345162358,0.0013542296008714288,0.001433943526740804,Stable
middle,"(7, 12)",0.0015158384416165693,0.0015413234787644832,0.001675493279590723,0.002134817228381451,Stable
middle,"(15, 25)",0.001816183839083313,0.001960697361090673,0.0021646312228140374,0.0028250593679776176,Stable
middle,"(55, 61)",0.0023848307366726436,0.003382279344412523,0.004011186953838937,0.005069156949085126,Stable
middle,"(36, 57)",0.0018980573214178067,0.0015891630043450595,0.0016466123868519582,0.001936120201880955,Stable
middle,"(28, 53)",0.0013761981512052316,0.0014548888037277967,0.0017541103286531994,0.0022702803792928623,Stable
middle,"(17, 62)",0.0014953548071233943,0.0014014668680320313,0.0014849571997526123,0.001873553145284628,Stable
middle,"(9, 58)",0.0024815192840494573,0.002592129734622674,0.0026656427731448725,0.002972137375575416,Stable
middle,"(48, 49)",0.002127668624459034,0.002552369667760635,0.002547119868580666,0.0028890587344302036,Stable
middle,"(40, 45)",0.0019315784841741354,0.002264654321807415,0.0025936646360910287,0.003471993924009563,Stable
middle,"(21, 41)",0.0025731995777345134,0.0019352858959353202,0.002109814568752272,0.0024279261376050167,Stable
middle,"(29, 63)",0.0015368877073240607,0.001470458583458441,0.0015265737158990517,0.0019108909903346742,Stable
middle,"(40, 63)",0.0018926751450749656,0.0016594070139493578,0.0018631208379489487,0.0022689167772468486,Stable
middle,"(25, 38)",0.0007931594654261465,0.0008593661582923205,0.0008165870899522359,0.0009151063052432745,Stable
middle,"(22, 32)",0.03538235341034929,0.01583014289527438,0.009113608892773566,0.03264771811175901,Decreasing Damage
middle,"(35, 60)",0.0008223783605088309,0.0008863409709796778,0.0008969273601845538,0.0011445521038688843,Stable
middle,"(36, 43)",0.0010503797058846007,0.0008815557173597491,0.0009294615325665658,0.0010364041445758388,Stable
middle,"(17, 39)",0.001351756666440494,0.001296188028058851,0.0013035133228953364,0.001565361696204857,Stable
middle,"(28, 48)",0.002057363513219141,0.0025282178047220474,0.00270315378358352,0.0032756278161655255,Stable
middle,"(36, 61)",0.0025653147137907934,0.0030286668807207036,0.003533837196089276,0.004422647368903146,Stable
middle,"(6, 38)",0.0016628705178329925,0.001627378622706778,0.0015695733280172107,0.0019542991828076753,Stable
middle,"(6, 56)",0.0022267559236879494,0.0023864798166114845,0.002632382155538105,0.003259919721955676,Stable
middle,"(21, 54)",0.0014945481587266118,0.001459435710172512,0.0016009374008976202,0.0019064855657128011,Stable
middle,"(2, 22)",0.035438149946943436,0.021089883180951396,0.012365002124994168,0.035692163741003015,Increasing Damage
middle,"(3, 5)",0.001609529705423079,0.0016392361018346723,0.0016731172846559642,0.0019047580602266384,Stable
middle,"(32, 41)",0.0020420374891761315,0.0017000990176255068,0.001746320795293393,0.0021145026278977215,Stable
middle,"(3, 14)",0.0013436501125202382,0.0012982629237566507,0.0012470717845173924,0.0013587637766670965,Stable
middle,"(43, 59)",0.0005394302055656809,0.0005705076407382458,0.0005847576387399944,0.0006457952646512212,Stable
middle,"(24, 55)",0.0018073048597365934,0.0021447726693331498,0.002188617061018901,0.002759858942958052,Stable
middle,"(16, 60)",0.0005643927789689853,0.0006071357469146579,0.0007099542950134795,0.0008829016325796225,Stable
middle,"(17, 25)",0.0013142876238032035,0.001320774055216347,0.0013895955657755997,0.001652897848285455,Stable
middle,"(17, 43)",0.0012538645546353627,0.0012138814509201892,0.0011942961999728545,0.0014631535870868212,Stable
middle,"(21, 22)",0.03542327600291911,0.019575301111089873,0.012739860975371439,0.031335673315635366,Decreasing Damage
middle,"(6, 33)",0.0019542312116198673,0.0022324908800735992,0.0023254895219299537,0.0029340886364032466,Stable
middle,"(21, 31)",0.0013277578970745008,0.0013627038581641034,0.0015721429068636021,0.001862262564042816,Stable
middle,"(40, 44)",0.001677218780786349,0.0020658046211736816,0.002485646159280438,0.00311277574878905,Stable
middle,"(10, 12)",0.0023552445567605637,0.0022065834938255003,0.002282739925876843,0.0029001396912920335,Stable
middle,"(10, 21)",0.001904059671748287,0.0017394581606221878,0.0018284703863342465,0.0021633943292924487,Stable
middle,"(2, 26)",0.00353808602534206,0.0035594582113977783,0.003851603196857978,0.005085631039963694,Stable
middle,"(10, 39)",0.001555627566996656,0.0013052219141557317,0.0012463179720088931,0.0015183762622552302,Stable
middle,"(12, 58)",0.0028955303509480136,0.0030931677349463733,0.003242208718957297,0.0039046474572962233,Stable
middle,"(23, 58)",0.0024972189150719417,0.0025847577607396813,0.0027441639060285243,0.003211391889046404,Stable
middle,"(32, 36)",0.0013117497429694044,0.0014279079745986346,0.0014529758153502036,0.0017388895827520655,Stable
middle,"(32, 54)",0.001036524222335937,0.0013085703146394438,0.001209986746760202,0.0014537150481810615,Stable
middle,"(35, 50)",0.0010808046770688843,0.001219517965588094,0.0011930695854561145,0.0014769041294203284,Stable
middle,"(24, 59)",0.0015442560983924207,0.0016572091556083203,0.001625077480301985,0.001973259613865081,Stable
middle,"(16, 55)",0.0009452715632993503,0.001270975768459856,0.001450042025196666,0.001862313112183732,Stable
middle,"(28, 29)",0.0010344631995833407,0.0012475479627671573,0.0013554867104943278,0.0017614138107642226,Stable
middle,"(9, 34)",0.0020256942774110115,0.0017874259297447302,0.0017505252219552586,0.0019018564895001326,Stable
middle,"(5, 45)",0.002563482285770724,0.0028757089276550563,0.003111828043837699,0.004125195598646399,Stable
middle,"(17, 47)",0.0013375633672358673,0.001255381300585776,0.0013013134825152063,0.0015940704645572886,Stable
middle,"(28, 47)",0.0011530490990655407,0.0012018617210692026,0.0013241115404533555,0.001692329946461342,Stable
middle,"(28, 56)",0.0017002888672383268,0.0020610602031053147,0.002251765013320291,0.0029344507554104125,Stable
middle,"(21, 26)",0.0037997120677006058,0.0038378287817138054,0.0039987201514575235,0.005143394970878981,Stable
middle,"(27, 60)",0.0004783481703382864,0.0006379952375767351,0.0006515108449275804,0.0007858817533935212,Stable
middle,"(20, 48)",0.002266679688779345,0.0026688911595307984,0.002592823052096518,0.002991504874885789,Stable
middle,"(31, 48)",0.0015968218592903114,0.0020463414253759824,0.0021987719921461773,0.0025187970515285103,Stable
middle,"(12, 44)",0.0023002897925509525,0.0027149428614397213,0.0031075240665390984,0.004082465352880941,Stable
middle,"(12, 62)",0.0018366083447639025,0.001811479204272463,0.0019790634766634193,0.0024895314085692914,Stable
middle,"(13, 27)",0.0006458196452597708,0.0007632031981650867,0.000801752576504188,0.0009619021242580929,Stable
middle,"(24, 27)",0.0015243106816248604,0.0017116508850397896,0.0017357075348957407,0.0020824123321409433,Stable
middle,"(1, 34)",0.0015681395468257152,0.0015568844881049876,0.0014940082506799991,0.0017569000445245857,Stable
middle,"(35, 54)",0.0010606007190686747,0.001107363667137495,0.001094560909462005,0.0013182674374126162,Stable
middle,"(1, 61)",0.002201492399086212,0.0029993064972559822,0.0034410878371626996,0.004316468642830445,Stable
middle,"(5, 22)",0.03882750005042732,0.0216781102134825,0.010716215725876893,0.03448503757315948,Decreasing Damage
middle,"(9, 47)",0.0013286902041094683,0.0012036056871442666,0.0011416278474628686,0.001325017847422983,Stable
middle,"(8, 51)",0.0005745453795065607,0.0007049876673807486,0.0008426829554812096,0.0010426869707076936,Stable
middle,"(8, 60)",0.0004006313239602447,0.0004351500748393741,0.0005243715973868348,0.0005642884962471282,Stable
middle,"(30, 60)",0.002504304616984448,0.001591424855348887,0.001586291277786941,0.0020402980340832196,Stable
middle,"(0, 56)",0.002036593419029675,0.002007320999094214,0.0022803822724422455,0.0027632747707976328,Stable
middle,"(31, 34)",0.0014952358450905634,0.001419142925635404,0.0014173442341259077,0.0015726910187188047,Stable
middle,"(23, 57)",0.002043092892363002,0.001754690606963712,0.0018625428437325814,0.0023427988719130367,Stable
middle,"(13, 22)",0.035347452900823535,0.017593150960577567,0.01057470479283176,0.03510614821774188,Decreasing Damage
middle,"(43, 44)",0.0012833353132341617,0.00167658873047858,0.0020311227144856627,0.002448549778600465,Stable
middle,"(43, 53)",0.0008627352511246723,0.0008934701439529575,0.0010858273048615077,0.0013332255677835417,Stable
middle,"(16, 36)",0.001121237291674239,0.0010005240421185914,0.0011132406617981488,0.0014079519528176596,Stable
middle,"(24, 49)",0.0019689814354555166,0.0020800521433701476,0.0020168623550324834,0.002419507692746431,Stable
middle,"(35, 49)",0.001357981338173754,0.0014643681662291185,0.0014090528692580209,0.0017618561329434154,Stable
middle,"(5, 8)",0.001480541122002728,0.001579462269697532,0.0015997811414622215,0.001829559262916665,Stable
middle,"(46, 55)",0.0009618665310803705,0.0012922065157011209,0.0013645110649193812,0.00169896118221988,Stable
middle,"(17, 28)",0.0016475631671521694,0.0016357532305596634,0.0017740462293166406,0.0022463074550623774,Stable
middle,"(7, 63)",0.0014714372730477243,0.0012843460721362557,0.001414576804902535,0.001693116491508535,Stable
middle,"(27, 41)",0.0018639391928471495,0.0014284656093247203,0.0013079425818237436,0.001572321491890347,Stable
middle,"(27, 50)",0.000851269936680746,0.0010854599756122518,0.0009940100975419002,0.0011785934659532603,Stable
middle,"(42, 48)",0.0018533265745032967,0.0020575130942355737,0.002183374986577249,0.00248487604443398,Stable
middle,"(11, 51)",0.0018798214169792858,0.001880395632103355,0.002083782702113171,0.0024231599461663543,Stable
middle,"(39, 42)",0.0009519167226500356,0.0006959674940684895,0.0007010625777942957,0.0007109235293995178,Stable
middle,"(23, 34)",0.0020101598274732237,0.0017677740640343804,0.0018266232599068147,0.002194197163626112,Stable
middle,"(12, 43)",0.001587196679753799,0.0015643403525896396,0.0017342940140593613,0.0021625960562396433,Stable
middle,"(4, 39)",0.0009028122290335227,0.0007022997350951318,0.0007289451838145444,0.0007344490272351911,Stable
middle,"(12, 52)",0.002248694541843921,0.0024705038522110697,0.002723022493686312,0.0037361087566966456,Stable
middle,"(12, 61)",0.0029912911617199006,0.0037193165475473884,0.004458279140593162,0.005660175044696323,Stable
middle,"(24, 26)",0.003927935827800782,0.003982814481692634,0.004066187664208867,0.005290073661032851,Stable
middle,"(53, 62)",0.0011278182484679143,0.0011341140893698694,0.001363574627584619,0.0017576250244751327,Stable
middle,"(34, 58)",0.0027628502754294118,0.002782394514889325,0.002852952235732937,0.003176713419625325,Stable
middle,"(24, 35)",0.0018058213865035908,0.0019241222889068198,0.001961030003576448,0.0024079845558489625,Stable
middle,"(16, 31)",0.0006940101196225063,0.0007600093817855942,0.0008828451942821509,0.0011078254619872835,Stable
middle,"(1, 51)",0.0008381891637320526,0.0010149002434207421,0.0011140671820630786,0.0014948508979282225,Stable
middle,"(49, 55)",0.0013705543749279502,0.0016476299762832106,0.001726825648082326,0.00215587768631631,Stable
middle,"(5, 39)",0.0016748576757210061,0.0017168783016746627,0.0016721774208478732,0.0019517751274271914,Stable
middle,"(18, 58)",0.004494545296640907,0.005589499548203786,0.004983242475950347,0.0056850390207048,Stable
middle,"(8, 41)",0.0017762642115151286,0.0011742980070347398,0.0011851040589476774,0.0012775580951288241,Stable
middle,"(30, 41)",0.003760745187111586,0.0023199410020927807,0.002278036789219201,0.0028570051396077487,Stable
middle,"(27, 54)",0.000745652781681038,0.0008606436014178072,0.000830398325009536,0.0009197409081168913,Stable
middle,"(0, 37)",0.002744694651627834,0.003231950893830762,0.003224990299833196,0.003937402611095722,Stable
middle,"(8, 50)",0.0007819267210847098,0.0008829198615771463,0.0008846696504732393,0.0009907020390096158,Stable
middle,"(19, 50)",0.0021692674367586387,0.0013006228832047263,0.001200938138011848,0.0014223496013569983,Stable
middle,"(42, 52)",0.0017755433114665156,0.0018020193810300137,0.0019260357882373525,0.0026233460114178007,Stable
middle,"(11, 46)",0.001918395412203233,0.0017203445789351324,0.0018450843813418386,0.002103205709975969,Stable
middle,"(8, 59)",0.00044697141720669,0.0005147301138518083,0.0005630956476327941,0.000605397121352266,Stable
middle,"(19, 59)",0.0018751118187679266,0.0009766786146782464,0.0009169656096868702,0.0010420297796159565,Stable
middle,"(23, 29)",0.001174073728937096,0.0011518697870508854,0.0012268928969205036,0.001657816951150742,Stable
middle,"(12, 38)",0.001765272490334158,0.001731771242454365,0.0017844295074215565,0.002270621033294896,Stable
middle,"(23, 38)",0.001364807651347577,0.0011486895532684604,0.0011691081492809664,0.001582644862216074,Stable
middle,"(1, 10)",0.001483667014520245,0.0014284018674888446,0.0013382843989250208,0.0017183995987096444,Stable
middle,"(4, 52)",0.0017097237187559682,0.0018155019468958072,0.001944395400410382,0.002582915830688701,Stable
middle,"(45, 53)",0.001889585982053327,0.0022229389951338454,0.002640807287287795,0.003688573586868498,Stable
middle,"(1, 28)",0.0012014252478647883,0.0014289476399534024,0.0014822007479637482,0.0019455431514913048,Stable
middle,"(24, 30)",0.003508710913746032,0.002686475150372172,0.002559535887520443,0.0033452367504549353,Stable
middle,"(16, 26)",0.0032020570099050905,0.0032165790430213758,0.003374258376936272,0.004475600396427356,Stable
middle,"(56, 62)",0.0015750290277813637,0.001740555598862915,0.0019504663682168868,0.002477384487304329,Stable
middle,"(5, 7)",0.0014656292914074246,0.0016092440818995305,0.0015868599655858397,0.0018026034847623239,Stable
middle,"(7, 62)",0.0007560409672257415,0.0007605313540057638,0.0007794563026445015,0.0009711421175952942,Stable
middle,"(19, 27)",0.0019188473502444192,0.0011117843736859474,0.0009680500309995718,0.0011277415394368546,Stable
middle,"(8, 36)",0.0009464014575547597,0.0007979860915382714,0.0008930899202823639,0.0010096833908250756,Stable
middle,"(0, 32)",0.001621405281783415,0.0016528311703383014,0.0016600989051720478,0.002002051893382231,Stable
middle,"(27, 58)",0.0019160360681570404,0.0022191284442754037,0.0023430822482067726,0.002586244013784172,Stable
middle,"(12, 15)",0.0026977391304275383,0.002692684245264189,0.0030294929735586373,0.0040289586217468025,Stable
middle,"(19, 63)",0.0027420316341514837,0.0017125727182867438,0.0017509271275410522,0.0020976165591676766,Stable
middle,"(30, 63)",0.0034008273200426785,0.0023523945598171027,0.002495171361251386,0.0031990814906550547,Stable
middle,"(4, 11)",0.0019827713531725857,0.001757225240082986,0.0018755338393271984,0.0020753195828307255,Stable
middle,"(20, 37)",0.0025156689886649025,0.003343286425648414,0.0031148471091641053,0.0038484651188517975,Stable
middle,"(31, 37)",0.0020266727042796513,0.002820383418267388,0.0027826992876072497,0.0033746535207399065,Stable
middle,"(12, 33)",0.0020562083567247317,0.002235055158426707,0.002417704823943418,0.0031445731117549594,Stable
middle,"(4, 29)",0.0007657087109521332,0.0007336599460215219,0.0007841380739303433,0.0008843481826959706,Stable
middle,"(4, 38)",0.0010122532393456866,0.0007785026047482065,0.0007613421365216187,0.0007843715108428248,Stable
middle,"(16, 21)",0.001381709108279756,0.0013688917961670688,0.0015953803750307493,0.0019831744798063816,Stable
middle,"(22, 55)",0.035741191459996526,0.01885748851147312,0.007526532935407526,0.025641538332285937,Decreasing Damage
middle,"(37, 53)",0.0022445764096039145,0.003077727252380185,0.0031228354321111065,0.004127732314434432,Stable
middle,"(16, 30)",0.0026862451339550193,0.001841336398970728,0.0017370278784736037,0.0023747873409096015,Stable
middle,"(46, 49)",0.0011727829301294566,0.001209327557355928,0.0011771446173789615,0.001379790999745211,Stable
middle,"(26, 43)",0.0031113765899314807,0.0031125107115046423,0.003221830572168107,0.004188794313564736,Stable
middle,"(46, 58)",0.002067605384226214,0.002168453259070927,0.002304145947744356,0.0025066679978411584,Stable
middle,"(19, 31)",0.0019473003125067454,0.001037304525022744,0.0010101071994705528,0.0011426087500745199,Stable
middle,"(8, 49)",0.0010409912967427886,0.0010655423909594448,0.001044951560133662,0.0012109742934206245,Stable
middle,"(19, 49)",0.00231517065843499,0.0014722805008261645,0.0013611472495816189,0.001587602095754004,Stable
middle,"(52, 55)",0.0017624403110686137,0.0021801317973980518,0.0023708562632768436,0.0033232662147609287,Stable
middle,"(1, 9)",0.0013147790806169225,0.001358580408659202,0.0013255877984064812,0.0016145287379668955,Stable
middle,"(14, 46)",0.0013705166358143036,0.0014054042003132862,0.0014044388396712115,0.0015005141674669879,Stable
middle,"(14, 55)",0.0016050048805477679,0.0019209309382862486,0.001972500344106855,0.0023810472407474487,Stable
middle,"(7, 25)",0.0005301204918529794,0.000652804336658139,0.0007212216409318979,0.0008002132465625347,Stable
middle,"(38, 40)",0.001095887668762252,0.0010338224838594495,0.001106815317158628,0.0012683502933213213,Stable
middle,"(26, 56)",0.003773113886196473,0.004027461105195598,0.004327511760447129,0.0055373726208239535,Stable
middle,"(11, 13)",0.0018474199919810033,0.0017162454840510862,0.0018774505813905897,0.0021897231598040196,Stable
middle,"(8, 44)",0.0012202250630160305,0.0016980255832165822,0.002006904465425585,0.002479584661290067,Stable
middle,"(19, 44)",0.0026042138835671138,0.0020922697682670597,0.002378967263085474,0.002989592853449687,Stable
middle,"(33, 46)",0.0011574768887966768,0.0013948903049022594,0.0015008914636196783,0.0017296527588341957,Stable
middle,"(52, 59)",0.0014619939995660091,0.0017399053953888902,0.001866465409357641,0.0025735221961937435,Stable
middle,"(4, 19)",0.0021223882531231286,0.00100078024176036,0.0009904349030320887,0.0010176689941972412,Stable
middle,"(33, 55)",0.0013848654244995441,0.001889855950689522,0.002062277659658252,0.002551924241671027,Stable
middle,"(10, 62)",0.0016912547709566287,0.001468861543835724,0.0014344691809107725,0.0017806074445957784,Stable
middle,"(2, 58)",0.0023971111880241895,0.0025105038389604743,0.0028047353843587536,0.003310527240684286,Stable
middle,"(22, 63)",0.03739367001535124,0.01649866550908408,0.009250859254777692,0.03334469993749787,Decreasing Damage
middle,"(26, 42)",0.0034204222400728112,0.0032257803187625785,0.003314335375766528,0.0042656464214109,Stable
middle,"(18, 38)",0.003401544611288964,0.0042896194286691615,0.003483214822030805,0.004149424683163486,Stable
middle,"(0, 8)",0.0012878453778464164,0.0010699148594488209,0.0011283853851418832,0.0012454672119505234,Stable
middle,"(33, 41)",0.0022405215388840933,0.0019624095804988673,0.002102406151985287,0.0022988110788022386,Stable
middle,"(33, 50)",0.0013611313369760456,0.0016429580667046096,0.0016818140032532232,0.0020748641641821,Stable
middle,"(10, 57)",0.002236681035173904,0.0019240358775818509,0.001840115320829186,0.00228901979871067,Stable
middle,"(2, 53)",0.001333785130497637,0.0013483868447072879,0.00170636064875856,0.0023143389031026647,Stable
middle,"(25, 55)",0.000947232416858273,0.0013326736897883744,0.0014217041899971788,0.0018050544595916587,Stable
middle,"(34, 42)",0.0016715340834388952,0.0013741894962303119,0.0013449662454274181,0.0014711135864361432,Stable
middle,"(37, 38)",0.002118846528272615,0.002817185300882991,0.002714861421485928,0.0034127398718271683,Stable
middle,"(22, 49)",0.03664260915100038,0.020626069135479697,0.012655230695852528,0.034147967435230256,Decreasing Damage
middle,"(14, 45)",0.002316507728124585,0.002650810441646047,0.0028120910143898995,0.003732684828335029,Stable
middle,"(37, 47)",0.0021003182363696646,0.002843260038084468,0.0027795712692465302,0.0035183598131560447,Stable
middle,"(26, 28)",0.00354670237238696,0.0036616715648823206,0.003835165200810961,0.005182440373161488,Stable
middle,"(59, 62)",0.0008145556944164457,0.0008668539863123957,0.0009045003353486652,0.0010644933674609034,Stable
middle,"(29, 39)",0.0006600731751801252,0.0007216910359783373,0.0007478116745051347,0.0008916667215622416,Stable
middle,"(19, 25)",0.00195764699794556,0.0010945884528476637,0.0010515029523134752,0.0012285098353953957,Stable
middle,"(40, 57)",0.0017997864587303044,0.0016746915215300059,0.001746446412168606,0.0020572523679194036,Stable
middle,"(11, 30)",0.00372541027061068,0.0027279747950421773,0.0028398482852481826,0.0034500830406182757,Stable
middle,"(4, 9)",0.0014139256896589772,0.001191088509817881,0.0011743428463725214,0.0012540866519461726,Stable
middle,"(2, 39)",0.0011534036290848054,0.001124192950846072,0.0013270821730205482,0.0017542362396127985,Stable
middle,"(25, 41)",0.0017155470216780133,0.0013566343540127657,0.0014181764227802012,0.0015396104992369901,Stable
middle,"(10, 61)",0.0029385575301147477,0.0033006854787079676,0.003697464810321492,0.004787103545222572,Stable
middle,"(25, 59)",0.0006149430945482421,0.000768803455100942,0.000790666874833229,0.0009101086635807783,Stable
middle,"(3, 40)",0.001021094839421145,0.0009589022872515346,0.0010873617263462833,0.0011898215819942958,Stable
middle,"(55, 59)",0.0008932251154079873,0.0012648164026397345,0.0013321265292654406,0.0016576587095068899,Stable
middle,"(36, 55)",0.0013466769854466821,0.0014655349187149746,0.0016571530740812064,0.0020156807116808776,Stable
middle,"(8, 11)",0.001689856751738326,0.001600331828299386,0.0016830588031779045,0.0019048632537632094,Stable
middle,"(0, 16)",0.0014502698138955338,0.0012186602551084562,0.0013553752815717043,0.001648875469323774,Stable
middle,"(11, 16)",0.0018412871230644391,0.001744949574618562,0.001945888552025294,0.0022478264778004915,Stable
middle,"(29, 52)",0.0014386507792514074,0.0018199743659667198,0.0019413281098942053,0.002649298384274201,Stable
middle,"(40, 52)",0.0017910481217956015,0.0021167224532298314,0.0022649310082210475,0.0029934513408933464,Stable
middle,"(2, 25)",0.0011135360769534946,0.001180559180207332,0.0013897189885587779,0.0018613974622644141,Stable
middle,"(2, 34)",0.0018953985640966947,0.0017531933358426164,0.001912115692389599,0.0023343425149109165,Stable
middle,"(10, 56)",0.0021355462482975716,0.0021241937656966167,0.002242539732422146,0.0028112107572192506,Stable
middle,"(51, 57)",0.0016105058211512752,0.0015008865656450576,0.0015633958853894805,0.001985776164829917,Stable
middle,"(2, 52)",0.001968862089502245,0.0021244083607835523,0.0025287615151087356,0.003426555406311845,Stable
middle,"(3, 17)",0.0013225503890890802,0.0012375021404343045,0.0012915374459913837,0.001482706391111015,Stable
middle,"(25, 54)",0.0008320402311823888,0.0009047784973319503,0.0009495530457162726,0.001050511254845397,Stable
middle,"(22, 30)",0.03775379072592158,0.020460056240486146,0.013871721206655517,0.034581605961076865,Decreasing Damage
middle,"(3, 26)",0.0032035797811812805,0.0031241767206081064,0.0032847416669786575,0.004233542522549194,Stable
middle,"(7, 14)",0.0012239464025207516,0.0012699624197553417,0.0012360713353734758,0.001355340419204475,Stable
middle,"(47, 50)",0.0009589520993512073,0.0010341158347782035,0.001013872378139697,0.0012092957432705035,Stable
middle,"(47, 59)",0.0006368416542926447,0.0006672092314467154,0.0007076423254544546,0.0008421832873448869,Stable
middle,"(6, 27)",0.0015270443226528686,0.0016185940085800083,0.0016269201639130693,0.0020919286944765855,Stable
middle,"(6, 36)",0.0020136347684331403,0.0017658202167744198,0.0018854829960725115,0.0022919168802913287,Stable
middle,"(48, 51)",0.001659681757679064,0.0020338180186415438,0.0022597432281336086,0.00261956876765027,Stable
