source,target,weight
1,4,0.7924614548683167
3,8,0.9146739840507507
3,25,0.9032270312309265
3,31,0.8973464965820312
4,42,0.919036865234375
8,54,0.8827051520347595
9,32,0.7544904351234436
10,16,0.6833464503288269
13,35,0.8375936150550842
13,38,0.8618664145469666
16,47,0.8151503205299377
21,40,0.8017327785491943
21,43,0.874666154384613
25,38,0.8518686890602112
27,29,0.902535617351532
32,43,0.8586268424987793
38,40,0.881989598274231
40,54,0.8654804229736328
42,46,0.8551849722862244
43,54,0.8329058885574341
46,50,0.7408202886581421
47,50,0.8176248073577881
