Layer,Expert_A,Expert_B,Oracle_KL,Pred_XGBoost_B,Residual_XGBoost_B,AbsResidual_XGBoost_B,Weight_Distance,Weight_Cosine,Activation_Similarity,Output_Similarity,Routing_Similarity,Usage_Frequency,Jaccard_Overlap
last,50,60,0.003668146077767912,0.004409359768033028,-0.0007412136902651156,0.0007412136902651156,1.1051375812446238,-0.3328884677879113,1.9230817060363725,1.0725430483813274,-0.4508641908830764,-0.3287274831802068,-0.40310407859525993
last,50,61,0.002241099277722029,0.0029744459316134453,-0.0007333466538914164,0.0007333466538914164,0.7411646904670874,0.4568858147495729,0.19911964116126912,1.507358443796605,0.019019251704950446,-0.396151341966288,-0.18753090605489464
last,50,62,0.0019938466292180814,0.0024806379806250334,-0.000486791351406952,0.000486791351406952,0.6966957264237799,0.37944290088286364,-1.1058681414261362,1.498691124572168,1.247798812892052,-0.5697750126600593,0.037056381399284
last,50,63,0.0011300409122381404,0.0029165013693273067,-0.0017864604570891663,0.0017864604570891663,0.7124334108489816,-0.05082941273017797,0.7979058233074975,1.4615168751283834,1.9123202816827338,-1.0255371482312088,1.8510423470434942
last,51,52,0.0047721872691597255,0.003263910999521613,0.0015082762696381124,0.0015082762696381124,0.49072874370463637,-0.7783548405216874,-4.519760102600424,0.9894878406852397,0.2620177396551119,-0.5512551544527238,-0.06649471758657814
last,51,53,0.00420965474534424,0.0031544941011816263,0.0010551606441626133,0.0010551606441626133,0.5303496823555415,-0.08203870195473911,-1.4181832303231297,1.4852234011285976,-0.547514385869952,-0.5457570715474209,-0.13473154281701366
last,51,54,0.0028276137817088392,0.0036210997495800257,-0.0007934859678711864,0.0007934859678711864,0.45387205658751534,-0.3794749288766691,0.022858418025018194,1.0638142286910381,0.4476270493772897,-0.14150329161542347,0.35759297081807695
last,51,55,0.0066646202581513055,0.003556237556040287,0.0031083827021110184,0.0031083827021110184,0.49613224050298893,0.12572509691132722,-1.908595722858654,1.2574498365089737,1.3179730586327043,0.03385661578528544,0.5380668401986312
last,51,56,0.00561444941135492,0.00444784527644515,0.00116660413490977,0.00116660413490977,0.4693708177401034,0.140660148570605,3.6351024149431597,0.8317884925764499,1.0474286859382167,0.09230991825218857,0.681221279440965
last,51,57,0.0027735814881365162,0.0030182243790477514,-0.0002446428909112352,0.0002446428909112352,0.5880355390807149,-0.031896745976089096,0.2638762623138953,1.2545295893887536,-0.7876017284601681,-0.614049048686971,-0.4174942749675333
last,51,58,0.0015720738349690802,0.004303010646253824,-0.002730936811284744,0.002730936811284744,0.9952943708618451,0.4367106450542774,-3.0568199606026853,1.0380105368052603,-0.22010794026646086,-0.45257903494176355,-0.0971830269515348
last,51,59,0.007328071268457717,0.005985112860798836,0.0013429584076588815,0.0013429584076588815,0.5901808079588668,0.6347479403493942,-0.778071181165977,1.2137850914725623,0.3549579463692969,1.0466613614989515,0.2499072847055023
last,51,60,0.004066022961254579,0.0046170540153980255,-0.0005510310541434462,0.0005510310541434462,0.91113390011243,-0.41555744119830784,1.3352196016882867,1.0021636724161214,-0.5461019509074426,-0.09462490052810532,-0.12022059789235284
last,51,61,0.002622483720371368,0.003121577436104417,-0.0004990937157330487,0.0004990937157330487,0.5385678364413942,0.363025189180313,0.024210603481409618,1.5491543068195093,1.2514811436490607,-0.22542139911741285,0.7512261717540651
last,51,62,0.0022221071066546435,0.003372788894921541,-0.0011506817882668977,0.0011506817882668977,0.49802800090024674,-0.4795384501835254,-0.8447885653810134,1.45183640894387,0.30211830158143216,-0.32814873761122765,0.21096984510091593
last,51,63,0.0014633529402937567,0.0022791405208408833,-0.0008157875805471265,0.0008157875805471265,0.5089846995854883,-0.1561392885470933,-0.41557825992760605,1.379208165943998,0.6694747552522549,-0.6962309194820226,0.2737254538199939
