Feature,Pearson_with_Oracle,Spearman_with_Oracle,VIF
Weight_Distance,-0.0014446546776280245,-0.010394067084386147,3.640365817405368
Weight_Cosine,0.029875757843963735,0.09641682282153599,1.1530247835222966
Activation_Similarity,-0.011992019595816373,-0.005289962268782815,1.0014382144098037
Output_Similarity,0.05375107374845526,0.3428787456729658,3.4168890834722982
Routing_Similarity,-0.05651426642361982,-0.10489889095517063,3.424376974674385
Usage_Frequency,0.4005922529319744,0.5572688709798536,1.3093911397102485
Jaccard_Overlap,0.10199391979588067,0.20413141456788572,3.3238116827756117
